sample,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,CSAG1,CSAG2,CSAG3,CSAG4,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,NSMCE3,MAGEH1,MAGEL2,TRIM28,NDN,source
C3L-00017-02,0.0,0.0,0.0,0.0,0.0,0.5848,0.0,0.0,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5045,0.0,0.0,0.0,44.7192,106.6235,2.7888,0.0143,0.0139,0.9098,0.3643,32.9927,7.037,17.9322,0.3029,64.7977,15.2821,df_numeric
C3L-00102-01,0.0,0.0,0.0,0.0,0.0,0.1738,0.0,0.0,0.1732,0.0,0.0,0.0,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5165,146.8381,6.949,0.017,0.0,1.3071,1.0108,38.315,8.8414,41.6774,0.4171,77.6363,29.5546,df_numeric
C3L-00189-02,0.0,0.0,0.0,0.0,0.0,0.1785,0.0,0.0,0.1423,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.0,0.0197,0.0,0.1825,0.077,0.1552,0.0,0.0,76.9663,175.4755,16.1324,0.035,0.034,2.5218,1.223,44.3739,10.3632,42.0851,1.3234,57.838,44.1435,df_numeric
C3L-00277-03,0.0,0.0,0.0,0.0,0.0,1.1846,0.0,0.0,0.1259,0.0,0.0,0.2566,0.0,0.0,0.0,0.0,0.0,0.0,0.2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.556,133.2166,5.6272,0.0,0.015,1.4334,0.492,54.6693,9.4955,23.8164,0.2584,56.2706,20.2964,df_numeric
C3L-00401-02,0.0,0.0,0.0,0.0,0.0,0.3063,0.0,0.0,0.2137,0.0,0.0,0.0,0.0,0.0,0.0,0.3591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4957,110.3053,6.0797,0.075,0.0292,1.1715,0.2227,33.6312,6.6409,33.1642,1.3362,44.748,31.8686,df_numeric
C3L-00589-01,0.7828,0.0,0.0,0.0,0.0229,0.2245,0.0,0.0,0.0597,0.0389,0.0,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.1159,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0255,0.1291,0.0,0.1302,0.0,46.3777,182.16,6.8855,0.0,0.0,1.397,0.373,59.8421,10.5141,35.5401,0.1795,58.1491,29.4028,df_numeric
C3L-00598-02,0.0,0.0,0.0,0.0,0.0,0.2768,0.0,0.0,0.0,0.0,0.0,0.1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2338,141.2893,9.7194,0.0,0.0,1.8422,0.6132,54.8793,10.3388,32.5941,1.5496,68.4482,22.117,df_numeric
C3L-00599-01,0.0,0.0,0.0,0.0,0.0,0.3507,0.0,0.1753,0.1747,0.0,0.0,0.0285,0.0,0.042,0.0,0.0,0.0,0.0,0.0679,0.0,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0763,0.0,36.5037,105.7569,6.0865,0.0,0.0,1.7502,0.7282,47.868,7.0041,28.3868,0.7648,70.651,27.0355,df_numeric
C3L-00622-01,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0606,0.0,0.0,0.0247,0.0207,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967,0.0,0.0,0.0,67.2017,169.464,14.3063,0.0,0.0145,1.5568,1.0102,42.3847,10.2491,33.4111,0.9615,66.3578,30.689,df_numeric
C3L-00625-03,0.1113,0.0,0.0,0.0,0.0,0.3033,0.0511,0.0,0.1209,0.0,0.0,0.0328,0.0,0.1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1182,0.0,0.0,0.0,0.0689,0.2616,0.0,0.0,0.0,68.2999,139.2883,8.9181,0.0396,0.0192,2.1754,0.7557,42.2084,8.9233,42.5849,0.8598,82.2402,35.8702,df_numeric
C3L-00640-01,0.0,0.0,0.0,0.0,0.0,0.4155,0.0,0.0,0.0828,0.0,0.0,0.1013,0.0282,0.0,0.0,0.0,0.0,0.0,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0896,0.0,0.0904,0.0,59.0273,121.4997,8.32,0.0,0.0,1.8855,0.6904,36.1287,8.725,27.3867,0.8157,78.4728,29.7784,df_numeric
C3L-00819-01,0.0,0.0,0.0,0.0,0.0,0.5279,0.0,0.0,0.0526,0.0,0.0,0.0858,0.0,0.0,0.0,0.0,0.0,0.0,0.0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.1138,0.0,0.1148,0.0,67.3332,153.7495,9.3935,0.0258,0.0377,1.2318,0.4385,50.4252,8.0875,31.2931,0.8203,75.8239,26.4793,df_numeric
C3L-00881-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742,0.0,0.0,0.0,0.0,0.0,0.0328,0.0,0.0,0.0,0.0,0.1781,0.0,0.0,0.0,0.026,0.197,0.0,0.0,0.0,42.354,149.8232,9.312,0.0,0.0,1.3819,1.17,40.4764,10.43,47.514,0.8303,67.4054,28.033,df_numeric
C3L-00928-03,0.0,0.0,0.0,0.0495,0.0,0.0931,0.0,0.0,0.0371,0.0,0.0,0.0,0.0,0.0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0,0.0,0.0,0.0635,0.5622,0.0,0.0,0.0,55.983,144.0948,9.7556,0.0,0.0177,1.4485,0.4254,56.0489,11.5034,47.387,1.0154,54.8739,30.9235,df_numeric
C3L-01031-01,0.0,0.0,0.0,0.6792,1.6192,0.3652,0.2462,0.1217,0.2184,0.0,0.0,0.0791,0.1985,0.0584,0.0873,0.0357,0.0,0.0,0.0,0.0,0.0,0.0577,0.0,0.0,0.0,0.2876,0.083,0.2626,0.0,0.1059,0.0,81.2226,222.1439,6.3525,0.0,0.0,1.1207,0.2781,41.6673,8.019,27.9946,0.2788,106.3099,18.8035,df_numeric
C3L-01032-01,0.0,0.0,0.0,0.0511,0.0,0.0962,0.0,0.0,0.0767,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563,0.0,0.0426,0.0,0.0328,0.166,0.0,0.1674,0.0,83.2429,152.4296,13.5238,0.0,0.0366,2.6447,0.7194,61.9751,7.0131,29.0189,1.616,89.0448,28.1541,df_numeric
C3L-01036-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.063,0.0,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0468,0.046,0.0,0.0,0.0,0.0,0.0662,0.0,0.0,0.0,0.0,32.2368,97.9121,10.8727,0.038,0.0,1.9118,0.6447,31.968,7.033,19.6744,0.8252,81.8825,12.8024,df_numeric
C3L-01037-01,0.0,0.0,0.0,0.0,0.0,0.3203,0.0,0.0,0.1596,0.0,0.0,0.026,0.0,0.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.0,0.0,0.0378,0.1092,0.4144,0.0,0.0,0.0,49.8129,129.5835,9.479,0.0314,0.0305,1.7025,0.4656,37.4258,7.6926,34.0998,0.6986,41.0247,22.2802,df_numeric
C3L-01039-03,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.1299,0.1295,0.0,0.0,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0222,0.056,0.0,0.0565,0.0,103.0127,152.4722,7.9098,0.0,0.0742,2.3079,0.2968,46.9891,10.1917,26.0104,1.6437,85.5762,24.8529,df_numeric
C3L-01039-03-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0532,0.0,0.0,0.0,0.0,0.0722,0.0,0.0,0.0,0.0842,0.1065,0.0,0.0,0.0,60.9845,117.0133,7.3425,0.0242,0.0235,3.5534,1.282,41.8441,8.9741,24.3911,1.481,65.7946,21.1125,df_numeric
C3L-01039-03-3,0.092,0.0,0.0,0.0,0.0255,0.2506,0.0,0.0,0.1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0977,0.0,0.0,0.0,0.0854,0.2883,0.0,0.0,0.0,59.7717,117.7373,7.4877,0.0,0.0636,2.7727,0.6593,32.6167,6.7561,25.8496,1.1115,62.3395,16.2265,df_numeric
C3L-01051-02,0.0,0.0,0.0,0.0,0.0,0.2152,0.0,0.0,0.0572,0.0,0.0,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3356,0.0,0.0,0.0,0.0489,0.1857,0.1248,0.0624,0.0,58.0987,133.5397,8.2519,0.0141,0.041,1.5255,0.5364,47.5599,7.5638,25.7199,0.6416,75.1818,20.5663,df_numeric
C3L-01052-02,0.0,0.0,0.0,0.0,0.0174,0.0569,0.0,0.0,0.0681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7322,0.0,0.0,0.0,0.0388,0.0491,0.0,0.0,0.0,38.8976,130.197,15.0018,0.0,0.0217,2.2729,0.7565,30.514,6.6554,41.6301,0.7821,44.8661,24.3626,df_numeric
C3L-01053-01,0.0,0.0,0.0,0.0,0.0,0.094,0.0238,0.0,0.1687,0.0,0.0,0.0305,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.0,0.0,0.0,0.016,0.0405,0.0,0.0409,0.0,36.349,89.4479,8.8283,0.0,0.0,1.1823,0.5662,19.4197,5.0106,25.7686,0.3896,36.8864,18.0745,df_numeric
C3L-01054-04,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.0189,0.0,0.0,0.0307,0.0,0.0227,0.0,0.0,0.0,0.0,0.1832,0.0,0.0,0.0,0.0277,0.0,0.0,0.0,0.0161,0.2448,0.0,0.0,0.0,33.7124,93.9846,6.1442,0.0093,0.0,1.3492,0.4716,32.7731,6.075,28.6868,0.4127,47.3252,18.9611,df_numeric
C3L-01124-01,0.0,0.0,0.0,0.0,0.0293,0.3827,0.0,0.0,0.0763,0.0,0.0,0.0,0.0,0.0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.0454,0.1119,0.0,0.0,0.0,0.1305,0.1651,0.0,0.6658,0.0,54.0681,147.8337,8.1732,0.0,0.0182,1.8359,1.3512,43.4506,10.8145,41.5616,0.6261,67.0664,29.4613,df_numeric
C3L-01158-01,0.0,0.0,0.0,0.0,0.0,0.0695,0.0,0.0,0.1386,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335,0.0,0.1626,0.0,0.0,0.0,0.0474,0.0,0.0,0.0605,0.0,45.2245,88.5737,6.4641,0.0136,0.0265,1.0093,0.3753,38.379,7.0166,17.7794,1.5161,67.8666,17.2802,df_numeric
C3L-01160-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.0,0.0,0.0,0.0285,0.0,0.0,0.0418,0.2053,0.0,0.0,0.0,0.0,0.0,0.0,15.9233,0.0,0.0,0.0,0.0,0.1511,0.0,0.1523,0.0,83.8968,134.194,8.0814,0.0343,0.0333,1.4758,0.2909,37.4839,7.9686,19.3035,1.4132,67.4468,16.5747,df_numeric
C3L-01328-01,0.0,0.0,0.0,0.0,0.0,0.1251,0.0,0.0,0.1247,0.0,0.0,0.0813,0.0,0.0,0.0,0.0367,0.0,0.0,0.0,0.0,0.0,0.0,0.1097,0.0,0.0,0.0,0.0,0.1079,0.0,0.0,0.0,38.6172,111.2622,3.361,0.0,0.0119,0.5353,0.2079,30.663,7.2907,20.4227,0.5185,46.2477,17.7795,df_numeric
C3L-01453-03,0.4626,0.0,0.0,0.0496,0.0,0.9336,0.0944,0.0,0.1489,0.0485,0.7782,0.6674,0.0761,0.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546,0.0,0.0,0.441,0.1273,0.0805,0.0,0.406,0.0,66.6904,136.3483,8.3934,0.0183,0.0,1.7912,1.0857,57.438,10.7152,42.1382,0.8145,84.3666,35.3885,df_numeric
C3L-01598-02,0.0368,0.0,0.0,0.0355,0.4496,0.0668,0.0,0.0,0.0,0.0347,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,0.0,0.0581,0.1163,0.0,78.5061,130.896,6.0003,0.0262,0.0255,1.4905,0.583,37.1282,6.2132,34.1504,0.4228,76.0097,27.9482,df_numeric
C3L-01637-02,0.0264,0.0,0.0,0.0,0.0146,0.1437,0.0,0.0,0.0573,0.0,0.0235,0.0467,0.0,0.0689,0.0,0.1404,0.0,0.0,0.0,0.0,0.0,0.0,0.2241,0.0,0.0,0.0,0.0,0.3719,0.0,0.0,0.0,33.5851,88.2163,5.1337,0.0,0.0091,0.6832,0.5571,32.6852,4.5184,22.0625,0.2508,52.464,15.1294,df_numeric
C3L-01662-03,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.2394,0.0,0.0,0.0434,0.0,0.0,0.0,0.0391,0.0,0.0,0.9822,0.0,0.0,0.0,0.1171,0.0,0.0,0.0,0.0,0.1151,0.0,0.0,0.0,41.6819,126.6864,4.8111,0.0,0.0254,1.2977,0.3049,38.0649,4.5125,27.1968,0.1601,42.6578,15.93,df_numeric
C3L-01687-03,0.0,0.0,0.0,0.0,0.0,0.0886,0.0,0.0,0.1765,0.0,0.0,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518,0.0,0.0,0.0,0.0604,0.2292,0.0,0.0,0.0,53.3526,182.095,10.5474,0.0173,0.0,1.7684,0.8093,57.1442,10.287,45.7157,0.5409,57.7809,34.8012,df_numeric
C3L-01689-03,0.2365,0.0,0.0,0.0,0.4202,0.5154,0.0,0.0,0.1027,0.0,0.0,0.0279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.819,238.6172,12.4816,0.0,0.0654,1.3363,0.2854,61.0302,7.8503,38.5464,0.6557,90.4407,27.3816,df_numeric
C3L-01703-02,0.0,0.0,0.0,0.0,0.0,0.0863,0.0,0.0,0.0688,0.0,0.0,0.0561,0.0,0.0414,0.0,0.0506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815,0.0883,0.1489,0.0,0.0,0.0,54.8018,161.9718,10.4595,0.0169,0.0,2.3946,1.183,41.0581,9.6878,51.7746,0.8848,56.5122,38.7749,df_numeric
C3L-01971-02,0.0497,0.0,0.0,0.5757,0.0,0.0,0.8218,0.0,0.072,0.0,0.0,0.0,0.0,0.6926,0.0,0.0529,0.0,0.0,0.0,0.1309,0.0,0.0,0.1056,0.0,0.4197,0.3839,1.8778,0.6231,0.0,0.0,0.0,62.5517,178.1203,10.4612,0.0177,0.0344,2.3412,0.525,55.3547,11.8595,45.8364,0.6696,75.477,33.7373,df_numeric
C3L-02109-02,0.0,0.0,0.0,0.0,0.0,0.3371,0.0,0.0,0.0896,0.0,0.0,0.1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0871,0.0,0.0,0.0,0.0657,0.0584,0.0,0.0,0.0766,0.1939,0.0,0.0,0.0,76.9911,180.5065,9.978,0.0,0.0214,3.6133,0.7935,61.8013,9.2418,54.3293,1.9364,87.0326,32.7148,df_numeric
C3L-02112-02,0.0,0.0,0.0,0.0,0.0199,0.0,0.0,0.0,0.2074,0.0,0.0,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0665,0.1122,0.0,0.0,0.0,64.3657,190.8223,11.0897,0.0,0.0,2.6131,1.1342,44.9734,9.0213,50.7854,0.9218,60.2673,29.9817,df_numeric
C3L-02115-02,0.0,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,0.2078,0.0,0.0,0.0,0.0606,0.0,0.0,0.0,0.0,32.4874,103.4392,8.7217,0.0,0.0,1.9693,0.5719,24.5476,4.9075,28.0961,0.6394,49.1071,18.461,df_numeric
C3L-02116-03,0.0,0.0,0.0,0.0,0.0,0.448,0.0,0.0,0.1021,0.0,0.0,0.0832,0.0174,0.0614,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0374,0.0,0.0,0.0302,0.0,0.3865,0.0,0.2227,0.0,33.6413,88.156,5.5212,0.0,0.0,2.0911,0.319,35.1978,9.629,29.1419,0.2652,60.3776,21.4159,df_numeric
C3L-02118-01,0.0384,0.0,0.0,0.0,0.0,0.1395,0.0,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1223,0.0,0.0,0.0329,0.0238,0.1203,0.0,0.0,0.0,56.4072,144.3564,7.0624,0.0137,0.0,1.8625,0.2607,49.9751,9.4722,42.3815,0.4867,102.1868,22.5413,df_numeric
C3L-02463-02,0.0,0.0,0.0,0.0,0.0,0.1704,0.0,0.0,0.3736,0.0,0.0,0.0277,0.0,0.0,0.0,0.0499,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.3675,0.0,0.0,0.0,46.512,134.1888,5.4489,0.0,0.0162,0.994,0.4246,58.8322,8.1015,27.475,0.4274,87.9673,19.1576,df_numeric
C3L-02604-01,0.0,0.0,0.0,0.0,0.0,0.0856,0.0,0.0,0.1366,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.0369,0.0663,0.0,0.0,0.0,0.2003,0.0,0.0,0.0,0.0876,0.0,0.0,0.149,0.0,89.7698,168.9126,6.4745,0.0,0.0,0.9104,0.1779,65.4019,9.9799,23.6418,0.4856,133.2067,12.0206,df_numeric
C3L-02606-02,0.1007,0.0,0.0,4.5198,5.0341,0.4574,4.5789,0.0,0.474,0.0,0.0,1.932,4.5731,1.4471,0.0,0.4826,0.0,0.0,0.0,0.0,0.0,0.0,1.7651,0.0,0.0,0.6482,0.0,2.0516,0.0796,0.3978,0.0,102.6182,231.5652,10.9826,0.0179,0.0348,1.1622,0.4939,52.9364,8.8235,38.5359,0.9975,126.8895,29.0238,df_numeric
C3L-02610-03,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.1937,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,47.1528,172.8995,8.6229,0.0,0.0,1.3231,0.5046,47.5472,7.2291,32.4274,0.477,78.0717,25.4599,df_numeric
C3L-02613-02,0.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0491,0.0,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.0,0.0,0.0,0.1071,0.1288,0.0,0.1314,0.1314,0.0,48.1251,118.8098,2.4267,0.0,0.0,1.861,0.0,164.8913,8.5686,35.3872,0.1483,127.1503,7.1319,df_numeric
C3L-02701-02,0.0,0.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.1794,0.0,0.0,0.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0581,0.0,0.0,0.0,0.0439,0.0,0.0498,0.0354,0.1279,0.1294,0.0,0.1957,0.0,68.2315,186.3489,11.8686,0.0147,0.0143,1.4393,0.7478,41.7089,12.3231,53.3416,1.1453,64.8056,36.8892,df_numeric
C3L-02809-04,0.0633,0.0,0.0,0.0,0.0352,0.5749,0.0,0.0,0.0458,0.0,0.0,0.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017,0.0,0.0,0.0,0.0392,0.2976,0.0,0.0,0.0,81.8382,201.6213,10.79,0.0,0.0219,1.8784,1.385,50.1158,10.1507,45.9604,1.254,76.0447,28.5858,df_numeric
C3L-02888-02,0.0,0.0,0.0,0.0,0.0,0.583,0.0,0.0,0.0581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8096,0.0,0.0,0.0,0.0,0.1886,0.7606,0.2535,0.0,26.5078,95.9802,4.0271,0.0143,0.0,1.5682,0.3632,38.5794,6.7735,24.3114,0.747,53.8024,20.2762,df_numeric
C3L-02888-02-2,0.0,0.0,0.0,0.0,0.0,0.1865,0.0,0.0,0.0929,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4635,0.0,0.0,0.022,0.0,0.0804,0.4056,0.6084,0.0,26.5388,98.013,2.8843,0.0,0.0266,0.665,0.368,29.4638,6.1425,27.2393,0.3458,48.1885,19.1507,df_numeric
C3L-02890-02,0.0,0.0,0.0301,0.0,0.0,0.0773,0.0,0.0,0.0617,0.0,0.0,0.0,0.0,0.1112,0.0,12.6468,0.0948,0.0,0.0,0.0,0.0,0.0,8.0485,0.0,0.0,0.0,0.2373,0.2001,0.0,0.0673,0.0,54.0057,143.1624,13.6012,0.0454,0.0147,2.0251,1.2205,43.5519,10.4729,48.7647,1.3493,70.3398,28.8928,df_numeric
C3L-02897-01,0.0453,0.0,0.0,0.0,0.0251,0.2467,0.0,0.0,0.0984,0.0,0.0,0.0802,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0397,0.0,0.1924,0.0,0.0,0.0,0.028,0.2838,0.0,0.0,0.0,79.0431,220.331,12.239,0.0161,0.0157,1.6633,1.1614,61.6673,12.9493,54.5527,0.6996,73.3512,33.5329,df_numeric
C3L-02899-01,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.0,0.248,0.0,0.0,0.0866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3118,0.0,0.0,0.0,0.0606,0.6134,0.0,0.0,0.0,59.5831,171.1551,16.1447,0.0522,0.0169,1.5211,1.0706,41.938,11.5529,46.7483,0.9693,57.692,35.0991,df_numeric
C3L-02956-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0677,0.0,0.0,0.0,0.0,0.0465,0.1654,0.0955,0.8455,0.0,0.0,0.0,73.1107,156.8384,11.5381,0.0411,0.0,2.5051,1.0759,34.9711,6.4257,29.9059,2.1072,59.9451,39.9291,df_numeric
C3L-02956-01-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354,0.0,0.0,0.0289,0.0,0.1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0197,0.042,0.0909,0.5369,0.0,0.0,0.2219,104.9696,220.6731,11.0119,0.0174,0.0508,2.3746,1.551,39.145,7.7969,37.2829,2.5404,69.6537,36.0334,df_numeric
C3L-03123-02,0.6889,0.0943,0.0,48.0458,13.5287,0.0,35.1995,0.0,0.4081,0.2953,0.1673,0.1848,0.0618,19.4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.1075,0.0388,20.5079,2.6714,2.1767,0.2838,46.2784,95.3548,4.7545,0.0,0.0217,1.6812,0.0,39.1817,9.1103,25.2996,0.4218,93.1166,12.4804,df_numeric
C3L-03348-03,0.0,0.0,0.0,0.0,0.0,0.0734,0.0,0.0,0.0878,0.0,2.4487,0.0477,0.0,0.0,0.0,0.0,0.0,0.0316,0.0,0.0,0.0,0.0,0.0859,0.0,0.0,0.0,0.0,0.1267,0.0,0.0,0.0,51.4251,162.4462,11.3921,0.0575,0.028,3.1037,1.8911,51.0792,8.8295,60.7216,1.6177,94.8165,37.7822,df_numeric
C3L-03348-03-2,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.0456,0.0,3.3684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988,0.0,0.0,0.0,54.7031,173.8065,14.0668,0.0673,0.0654,3.77,1.5216,57.3149,9.2363,57.368,1.9477,108.2716,50.1885,df_numeric
C3L-03356-02,0.0,0.0,0.0,0.0,0.0,0.1004,0.0,0.1004,0.4003,0.0,0.0492,0.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685,0.5198,0.0,0.0,0.0,48.1745,137.5804,9.1983,0.0,0.0191,2.1613,1.1262,62.5678,11.3116,43.9508,0.6133,74.7857,28.0433,df_numeric
