sample,MAGEA1,MAGEA2,MAGEA2B,MAGEA3,MAGEA4,MAGEA5,MAGEA6,MAGEA7P,MAGEA8,MAGEA9,MAGEA9B,MAGEA10,MAGEA11,MAGEA12,MAGEB1,MAGEB2,MAGEB3,MAGEB4,MAGEB5,MAGEB6,MAGEB10,MAGEB16,MAGEB17,MAGEB18,MAGEC1,MAGEC2,MAGEC3,CSAG1,CSAG2,CSAG3,CSAG4,MAGED1,MAGED2,TRO,MAGED4,MAGED4B,MAGEE1,MAGEE2,MAGEF1,NSMCE3,MAGEH1,MAGEL2,TRIM28,NDN,source
C3L-00640-06-normal,0.0,0.0,0.0,0.0404,0.0,0.0,0.0,0.0,0.0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655,0.0,0.0,0.0,58.2023,174.5205,12.1245,0.0298,0.0145,4.2936,1.4828,43.2436,10.3912,56.945,2.336,56.2494,47.6776,dfnormal_numeric
C3L-00819-06-normal,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.0,0.0,0.0963,0.0,0.0,0.0,0.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0505,0.0,0.0,0.0,0.0,58.7263,182.8732,11.5965,0.029,0.0,2.9966,1.0154,39.1397,7.9402,49.1415,1.0664,54.4389,37.8225,dfnormal_numeric
C3L-01039-05-2-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0236,0.0198,0.0,0.0,0.0426,0.0,0.0,0.0,0.0,0.0351,0.0,0.17,0.0,0.0,0.0,0.1239,0.0,0.0,0.0,0.0,29.5794,75.7244,7.791,0.0,0.0,2.7334,0.7549,16.8299,4.1228,39.0471,1.3954,42.8004,13.0075,dfnormal_numeric
C3L-01039-05-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0,10.3033,18.6726,1.4613,0.015,0.0,0.1291,0.0477,2.4606,0.9629,4.0092,0.6266,18.2842,4.3541,dfnormal_numeric
C3L-01328-03-normal,0.0,0.0,0.0,0.0,0.0,0.1017,0.0,0.0,0.1418,0.0,0.0,0.0,0.0,0.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,0.0,0.0,0.0,0.0173,0.1315,0.0,0.0,0.0,49.7838,134.4498,10.6584,0.0,0.029,2.715,0.9289,33.8064,8.6669,44.2231,1.0421,60.1455,34.466,dfnormal_numeric
C3L-01453-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.0,0.3557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0254,0.0,0.0,0.8408,0.0,20.5028,94.8009,3.2437,0.0146,0.0,3.3934,0.4942,26.2729,12.6068,28.8946,0.3568,67.3633,28.0778,dfnormal_numeric
C3L-01637-06-normal,0.0,0.0,0.0,0.0367,0.0,0.0,0.0,0.0,0.0826,0.0,0.0,0.0449,0.0,0.0,0.0,0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.5657,0.0,0.0153,0.0,0.0942,0.0596,0.0,0.0,0.0,41.6781,120.0349,13.482,0.0,0.0263,3.3505,1.0045,29.8106,6.6925,38.0165,1.1153,57.399,15.4708,dfnormal_numeric
C3L-01689-04-normal,0.0,0.0,0.0,0.0,0.0,0.1442,0.0,0.0,0.1725,0.0,0.0,0.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265,0.0,0.0,0.0,0.0246,0.0,0.0,0.0,0.0,23.2563,72.0013,2.1742,0.0,0.0137,1.5142,0.2096,19.4846,4.8191,16.083,0.173,83.2002,18.4935,dfnormal_numeric
C3L-01703-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.0,0.0255,0.0213,0.0376,0.0,0.0,0.0,0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339,0.0,0.0,0.0,0.0,65.5003,201.9723,13.6807,0.0,0.015,4.1336,2.1528,31.4869,11.8908,60.6714,1.3017,52.4676,55.4245,dfnormal_numeric
C3L-02112-04-normal,0.0,0.0,0.0,0.0,0.0,0.1363,0.0,0.0681,0.2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.0588,0.0,0.0,0.0,25.9384,114.498,2.7046,0.0133,0.0,1.855,0.5094,26.1492,7.1832,25.8074,0.0743,61.069,35.6954,dfnormal_numeric
C3L-02463-05-normal,0.0,0.0,0.0,0.0,0.0204,0.4677,0.0,0.0,0.1065,0.0,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6777,74.2317,1.79,0.0,0.0,1.1088,0.444,25.8641,5.6508,16.9588,0.1457,69.8388,23.3135,dfnormal_numeric
C3L-02606-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443,0.0,0.0,0.0,0.0,0.0266,0.0,0.0,0.0,0.0,0.0431,0.0,0.0,0.0,0.1625,0.0,0.0,0.0,0.0379,0.048,0.0,0.0,0.0,37.4045,123.6294,10.3859,0.0,0.0106,2.1333,0.7619,25.275,5.2215,31.7107,0.4971,43.744,18.0507,dfnormal_numeric
C3L-02610-04-normal,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0214,0.0,0.0,0.0,0.0,0.2611,0.0,0.0,0.0,0.0338,0.0428,0.0,0.0,0.0,25.7391,70.1027,7.2641,0.0,0.0,1.5564,0.6181,19.1205,3.8958,32.9705,0.2056,34.2063,11.0573,dfnormal_numeric
C3L-02613-04-normal,0.0,0.0,0.0389,0.0,0.0,0.4004,0.0,0.0,0.1596,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.0,0.0431,0.0,0.0,0.0,0.0,0.1171,0.0,0.0,0.0,0.1365,0.0,0.0,0.0,0.0,22.518,77.694,2.0357,0.0,0.0,1.0382,0.291,24.7227,4.7008,15.9114,0.2183,77.8014,19.3428,dfnormal_numeric
C3L-02809-06-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796,0.0,0.0,0.0,0.0,0.0,0.0,0.0585,0.0,0.043,0.0,0.0,0.0,0.0,0.0584,0.0,0.0,0.0,0.4423,0.0,0.0,0.0,0.0,59.5013,195.5153,9.868,0.0,0.019,3.7778,1.8237,41.1166,14.0404,67.5657,1.2842,54.534,71.1692,dfnormal_numeric
C3L-02888-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7999,94.1415,8.7091,0.0337,0.0328,2.4083,1.2145,23.7176,7.8766,38.8741,0.5252,45.2278,27.9671,dfnormal_numeric
C3L-02899-06-normal,0.0,0.0,0.0,0.0,0.0,0.0925,0.0,0.0,0.0738,0.0,0.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,0.0,68.2115,154.1739,16.7667,0.0,0.0176,3.0227,1.4219,31.7676,12.5848,56.8935,3.3095,53.7995,47.1904,dfnormal_numeric
C3L-02956-06-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697,0.0,0.0,0.0284,0.0,0.0,0.0418,0.0513,0.0,0.0,0.0,0.0,0.0422,0.0,0.1023,0.0,0.0,0.1239,0.0894,0.0754,0.0,0.0,0.0,62.9222,147.2292,8.1198,0.0,0.0167,2.2221,0.5448,23.5843,8.5886,43.3616,1.3542,59.4956,31.8957,dfnormal_numeric
C3L-03123-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1062,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4754,55.6311,5.3426,0.0,0.0127,2.8144,0.4149,20.3565,4.3731,17.6425,0.6681,30.6943,8.1291,dfnormal_numeric
C3L-03348-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0294,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8754,37.0475,3.802,0.0354,0.0,2.9754,0.0751,20.1151,2.465,13.1808,1.0445,61.0978,5.2247,dfnormal_numeric
C3L-03513-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0425,0.0,0.0312,0.0,0.0,0.0,0.0,0.2121,0.0,0.0,0.0,0.1731,0.0,0.0,0.0,0.0,39.3827,163.9485,8.8227,0.0,0.0,2.8594,0.6629,38.4906,13.1059,63.1697,0.6804,49.7255,46.3268,dfnormal_numeric
C3L-03743-04-normal,0.0,0.0,0.0,0.0,0.0,0.1305,0.0,0.0,0.052,0.0,0.0,0.0424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668,0.0,0.0,0.0,0.0,56.33,152.7998,1.4556,0.0128,0.0373,1.2354,0.1898,52.3386,7.1353,35.7799,0.1281,45.3772,17.2257,dfnormal_numeric
C3L-04027-07-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604,0.0,0.0,0.0,0.0911,0.7682,0.3098,0.2324,0.0,20.675,75.3631,2.4107,0.0,0.0,5.2876,0.111,31.8578,19.2795,49.3993,0.0777,77.4764,12.4552,dfnormal_numeric
C3L-04072-06-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2036,0.0,0.0,0.0,0.1899,0.0601,0.0,0.0,0.0,36.4215,118.5866,9.1704,0.0136,0.0265,3.033,0.4338,37.788,11.126,36.9395,0.8352,57.4706,19.5116,dfnormal_numeric
C3L-04080-06-normal,0.0,0.0,0.0,0.0,0.0,0.0905,0.0,0.0,0.1443,0.0,0.0,0.0882,0.0,0.0,0.0,0.1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5296,74.6025,1.4341,0.0,0.0,0.7742,0.2255,24.7025,5.9242,17.8748,0.0197,63.755,14.712,dfnormal_numeric
C3L-04475-04-normal,0.0,0.0,0.0,0.0,0.0,0.0754,0.0,0.0,0.0601,0.0,0.0,0.049,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1763,0.0,0.0,0.0,0.0514,0.065,0.0,0.0,0.0,27.3885,75.7942,1.3746,0.0,0.0,0.8992,0.2192,30.1433,5.9058,14.4992,0.0658,54.5074,9.2031,dfnormal_numeric
C3L-07032-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213,0.0,0.0,0.0,0.0,0.1466,0.0,0.0,0.0,21.4385,33.0829,3.6124,0.0,0.0,2.4353,0.3354,17.4399,2.9897,10.3699,0.3893,32.68,5.5241,dfnormal_numeric
C3L-07033-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597,0.0,0.0,0.0,0.0,0.7292,0.0,0.0,0.0,0.0157,0.0,0.0,0.0,0.0,21.0642,49.5426,4.1917,0.0,0.0,2.6348,0.3837,17.3684,3.0513,15.5913,0.4936,24.5846,6.7571,dfnormal_numeric
C3L-07034-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2961,39.4422,3.1616,0.0117,0.0,1.4573,0.3973,12.6152,2.3885,10.9123,0.1434,25.8325,3.9596,dfnormal_numeric
C3L-07035-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,25.3291,37.9955,3.4889,0.0,0.0078,1.3729,0.1875,15.2526,2.8635,15.4931,0.385,25.2413,4.179,dfnormal_numeric
C3L-07036-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1728,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0,32.4563,38.3958,5.089,0.0,0.0113,1.7161,0.1473,13.5152,1.9576,9.432,0.6831,40.6301,2.7453,dfnormal_numeric
C3L-07037-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3102,95.7793,7.5167,0.0,0.0,3.4739,0.9454,30.3982,7.8577,27.9945,0.3546,45.1446,19.6394,dfnormal_numeric
C3N-00198-06-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.5819,0.0,0.0,0.0,0.0,34.5955,148.2617,7.4899,0.0159,0.0,2.4446,0.6752,20.885,10.7543,41.3123,0.4255,67.0329,60.2544,dfnormal_numeric
C3N-00436-05-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311,0.0,0.0,0.0,0.0179,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0317,0.0,0.3845,0.0,0.0,0.0,0.0897,0.0,0.0,0.0572,0.0,41.8091,118.7791,8.4659,0.0,0.0,1.9094,0.5189,29.3477,7.8669,39.0971,0.5736,52.601,25.7038,dfnormal_numeric
C3N-00517-05-normal,0.0,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0475,0.0,0.0,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0542,0.0,0.0,0.0,0.0,30.3237,81.964,7.3584,0.0,0.0227,1.8329,0.6763,23.3565,4.0784,20.0819,0.3811,44.1084,12.0709,dfnormal_numeric
C3N-00518-05-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,0.0,0.0375,0.0,0.0918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801,0.2026,0.0,0.0,0.0,71.5394,178.873,10.2798,0.0,0.0298,4.893,1.1708,44.4466,11.4286,53.9368,1.9981,69.9912,55.6487,dfnormal_numeric
C3N-01011-06-normal,0.0,0.0,0.0,0.0,0.0,0.1755,0.0,0.0,0.0466,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564,0.0,0.2052,0.0,0.0,0.0,0.1396,0.1009,0.0,0.0,0.0,31.5622,104.4815,10.199,0.0115,0.0111,1.7443,0.5102,24.459,4.7764,27.2849,0.5359,41.5275,18.5034,dfnormal_numeric
C3N-01385-05-2-normal,0.0,0.0,0.0,0.0,0.0,0.1338,0.0,0.0,0.16,0.0,0.0,0.0435,0.0,0.0321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174,0.0,0.0,0.0,0.0228,0.1154,0.0,0.0,0.0,39.88,124.1379,11.4389,0.0262,0.0127,3.3653,1.0003,28.0097,6.7402,27.0031,0.8609,63.5195,17.6236,dfnormal_numeric
C3N-01385-05-normal,0.0671,0.0,0.0,0.0,0.0,0.0,0.0,0.1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426,0.0,0.0,0.0,0.0416,0.1052,0.0,0.0,0.0,32.4864,102.6944,8.6975,0.0119,0.0116,2.7667,0.861,23.9402,5.2042,26.3648,0.9176,48.6461,16.3329,dfnormal_numeric
C3N-01719-01-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542,0.0,0.0316,0.0,0.0,0.0927,0.0,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0377,0.0,0.0143,0.0,0.0659,0.4449,0.0,0.1122,0.0,60.9472,178.1192,9.5317,0.0253,0.0,2.8921,1.2051,35.7055,13.8583,53.9024,1.0687,49.3667,33.8727,dfnormal_numeric
C3N-01898-05-2-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302,0.0362,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249,0.0,0.0067,0.0,0.0103,0.0,0.0,0.0,0.0,21.3885,29.3075,2.6932,0.0059,0.0115,1.5211,0.3014,7.7366,1.7737,8.9806,0.4221,21.7109,4.3639,dfnormal_numeric
C3N-01898-05-normal,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0,0.0626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4068,27.2475,1.9652,0.0077,0.0,1.3738,0.3586,8.3244,1.5908,9.294,0.3424,16.2702,4.054,dfnormal_numeric
C3N-01899-03-normal,0.0,0.0,0.0,0.0,0.0,0.1019,0.0,0.0,0.0406,0.0,0.0,0.0993,0.0,0.0488,0.0,0.0,0.0,0.0439,0.0,0.0,0.0,0.0,0.1192,0.0,0.0,0.0,0.0347,0.4395,0.0,0.0,0.0,62.2069,173.0194,13.7916,0.02,0.0,4.6499,1.9468,40.3461,10.6031,57.4572,2.4891,79.9348,58.6682,dfnormal_numeric
C3N-01998-01-normal,0.0,0.0,0.0,0.0,0.0,0.0665,0.0,0.0,0.2385,0.0,0.0,0.0,0.0723,0.0,0.0,0.0779,0.0,0.0286,0.0,0.0,0.0,0.0,0.0777,0.0,0.0,0.0,0.204,0.172,0.0,0.0,0.0,49.3673,145.5732,9.2596,0.0,0.0127,2.9822,0.4694,36.412,9.5869,49.2307,0.667,56.8081,36.1428,dfnormal_numeric
C3N-02010-06-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438,0.0,1.0096,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,48.8862,176.9603,26.4602,0.0,0.0,2.3091,0.5661,43.0771,11.0144,62.6549,1.0108,50.9509,26.6772,dfnormal_numeric
C3N-02589-03-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0538,0.0,0.0,0.0,0.0406,0.0,0.0,0.0,0.1184,0.0,0.0,0.0,0.0,34.6914,167.0611,9.3433,0.0136,0.0,3.1879,0.6347,39.5827,9.5699,40.7136,0.9393,48.535,20.5979,dfnormal_numeric
C3N-02594-04-2-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2201,0.0,0.0,0.0717,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646,0.0,0.0244,0.0,0.0753,0.0,0.0,0.0,0.0,54.7911,168.8741,12.4498,0.0216,0.042,6.8128,1.8341,39.0673,12.069,56.62,2.3597,80.6657,49.0516,dfnormal_numeric
C3N-02594-04-normal,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.1588,0.0,0.0391,0.0,0.0,0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466,0.0,0.0,0.0,0.2444,0.0,0.0,0.0,0.0,48.6118,193.7468,13.1967,0.0156,0.0152,3.2018,1.7868,39.9273,11.069,64.4142,1.3901,57.1469,48.508,dfnormal_numeric
C3N-02696-05-2-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2567,0.0,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,53.4752,201.4305,18.2374,0.0344,0.0334,3.278,1.1669,36.4649,8.7595,53.1247,0.8234,54.4498,35.0161,dfnormal_numeric
C3N-02696-05-normal,0.0,0.0,0.0,0.0,0.0,0.1014,0.0,0.0,0.2022,0.0,0.0,0.0,0.0,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593,0.0,0.0,0.0,0.2421,0.0,0.0,0.0,0.0,79.1325,163.6602,13.928,0.0,0.0386,3.2875,1.2217,30.9502,13.6778,52.4181,3.3847,89.4005,60.757,dfnormal_numeric
C3N-02754-03-normal,0.0,0.0,0.0256,0.0,0.0,0.0658,0.0,0.1316,0.2886,0.0,0.0,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6543,0.0,0.0146,0.0,0.0673,0.0,0.0,0.0,0.0,25.5004,73.7592,6.0194,0.0129,0.0251,2.4747,0.5194,20.8136,4.5021,21.8303,0.6173,47.82,15.94,dfnormal_numeric
C3N-02765-03-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0827,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.6795,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0,15.2016,36.1737,5.4779,0.0,0.0079,1.7541,0.5344,14.0664,2.2322,10.2085,0.2173,38.6332,7.2408,dfnormal_numeric
C3N-02768-03-normal,0.0,0.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.2504,0.0,0.0,0.068,0.0,0.0669,0.0,0.0818,0.0,0.0,0.0,0.0,0.0,0.0,0.2041,0.0,0.0,0.0,0.0714,0.1806,0.0,0.0,0.0,49.2738,158.1379,16.0368,0.0,0.0133,2.4433,0.8408,33.3597,10.1472,48.0819,1.02,49.5515,30.4962,dfnormal_numeric
C3N-02930-03-2-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3881,0.023,0.0,0.0,0.0302,0.0382,0.0,0.0,0.0,23.3407,49.629,3.966,0.0,0.0169,1.962,0.6616,15.4382,2.7852,15.5733,0.4247,32.5838,8.9665,dfnormal_numeric
C3N-02930-03-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0225,0.0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3307,0.0,0.0,0.1336,0.0,0.0,0.0,0.0,0.0,15.702,28.3882,2.1183,0.0,0.0,1.4666,0.1645,7.9876,1.8297,8.4733,0.3701,20.9986,4.1094,dfnormal_numeric
C3N-02996-04-2-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9316,16.9436,2.1769,0.0,0.0069,1.7554,0.1645,8.5353,1.2982,4.4287,0.1492,26.8397,2.5628,dfnormal_numeric
C3N-02996-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2756,0.0,0.0,0.0261,0.0,0.0,0.0,0.0,0.0,1.6808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1264,25.3326,4.3275,0.0,0.0,2.6169,0.2388,13.1948,1.8547,5.2651,0.8917,59.4041,4.8302,dfnormal_numeric
C3N-03069-03-normal,0.1401,0.0,0.0,0.0338,0.0,0.0,0.0322,0.0,0.1268,0.0,0.0,0.0,0.0,0.0,0.0,0.0373,0.0,0.0,0.0,0.0,0.0,0.0,1.5996,0.0,0.0141,0.0,0.0,0.0,0.0,0.1107,0.0,28.6349,43.762,3.0519,0.0,0.0,2.9858,0.2907,22.6547,3.1986,16.7723,0.3885,36.2147,5.7227,dfnormal_numeric
C3N-03173-06-normal,0.0,0.0,0.0,0.0,0.0,0.2273,0.0,0.0,0.2265,0.0,0.0,0.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8226,60.0962,1.6738,0.0,0.0,1.3556,0.3304,21.5253,6.2455,17.0999,0.1239,52.6101,24.2654,dfnormal_numeric
C3N-03440-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9762,0.0,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,23.8687,68.7919,7.4808,0.0344,0.0,2.096,0.3649,23.7944,4.2121,21.6121,0.5174,42.8457,9.6405,dfnormal_numeric
C3N-03780-04-normal,0.0,0.0,0.0,0.0,0.0,0.0537,0.0,0.0,0.2141,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0,0.0,0.0,0.8166,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,23.8987,96.6429,6.4417,0.1052,0.0205,1.3371,0.4685,22.0127,3.7683,20.9075,0.3749,31.4455,11.5482,dfnormal_numeric
C3N-04283-04-normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663,0.0,0.0,0.0,0.0194,0.0491,0.0,0.0495,0.0,36.5533,73.9376,4.3562,0.0111,0.0108,1.8436,0.5434,30.0515,5.2319,22.0283,0.3722,48.605,11.3856,dfnormal_numeric
